0.00221	120110	3000
0.00376587	210130	4200
0.00598791	336150	5600
0.00897008	504170	7200
0.0127445	720190	9000
0.01742	990210	11000
0.0686085	3960420	44000
0.137119	7920420	44000
0.592885	34560640	96000
