0.00376739	120110	3000
0.00651171	210130	4200
0.010769	336150	5600
0.0156546	504170	7200
0.022345	720190	9000
0.0312017	990210	11000
0.123094	3960420	44000
0.24699	7920420	44000
1.10293	34560640	96000
