0.0104733	120110	3000
0.0183386	210130	4200
0.0293259	336150	5600
0.0441107	504170	7200
0.0630007	720190	9000
0.0867387	990210	11000
0.34645	3960420	44000
0.694258	7920420	44000
3.14307	34560640	96000
