0.00892705	120110	3000
0.0154542	210130	4200
0.0248293	336150	5600
0.0365734	504170	7200
0.0535471	720190	9000
0.0700558	990210	11000
0.282761	3960420	44000
0.579565	7920420	44000
2.47481	34560640	96000
