0.00485669	120110	3000
0.00857683	210130	4200
0.0135575	336150	5600
0.0203358	504170	7200
0.02977	720190	9000
0.04069	990210	11000
0.165417	3960420	44000
0.326152	7920420	44000
1.4501	34560640	96000
