0.00495499	120110	3000
0.00869474	210130	4200
0.0138696	336150	5600
0.0205791	504170	7200
0.0292823	720190	9000
0.0403837	990210	11000
0.161286	3960420	44000
0.330986	7920420	44000
1.45818	34560640	96000
