0.00953264	120110	3000
0.0167242	210130	4200
0.0265286	336150	5600
0.0399995	504170	7200
0.0569652	720190	9000
0.078171	990210	11000
0.313507	3960420	44000
0.628437	7920420	44000
2.79083	34560640	96000
