0.00498379	120110	3000
0.00870205	210130	4200
0.0138002	336150	5600
0.020632	504170	7200
0.0294817	720190	9000
0.0403581	990210	11000
0.166397	3960420	44000
0.335614	7920420	44000
1.46149	34560640	96000
