0.000158	120110	3000
0.00026712	210130	4200
0.00040265	336150	5600
0.00058056	504170	7200
0.00083032	720190	9000
0.00113908	990210	11000
0.00449168	3960420	44000
0.00635143	7920420	44000
0.0205367	34560640	96000
