0.00394049	120110	3000
0.00676588	210130	4200
0.0107725	336150	5600
0.0161389	504170	7200
0.0229477	720190	9000
0.0314936	990210	11000
0.124098	3960420	44000
0.248134	7920420	44000
1.08702	34560640	96000
