0.00516166	120110	3000
0.00888038	210130	4200
0.0141466	336150	5600
0.0211795	504170	7200
0.0306228	720190	9000
0.0409213	990210	11000
0.161126	3960420	44000
0.328427	7920420	44000
1.45723	34560640	96000
