0.00010467	120110	3000
0.00017942	210130	4200
0.00029165	336150	5600
0.00045112	504170	7200
0.00066994	720190	9000
0.00086754	990210	11000
0.00350716	3960420	44000
0.00753707	7920420	44000
0.0357866	34560640	96000
