0.00066734	120110	3000
0.00091101	210130	4200
0.00113684	336150	5600
0.00146121	504170	7200
0.00174909	720190	9000
0.00220029	990210	11000
0.00816439	3960420	44000
0.00934134	7920420	44000
0.0199341	34560640	96000
